Name, RA, Dec, N_exp, SNR
HD197746A,311.61246,-26.8698,6,285.514850752
HD174080,282.12061,10.74419,2,142.252065011
HD91988,159.40035,18.34958,6,262.969637031
Gl447,176.93535,0.80164,140,211.576014709
HD135559,228.95408,0.37172,54,1859.06975125
HD-144897,242.4613,-41.15844,14,372.049378443
HV1005,84.0308,-68.82119,23,15.1155549022
HD4247,11.18152,-22.00613,40,1551.10273032
NGC-3511-core,165.84779,-23.08491,2,1.48660687473
HD141937,238.07099,-18.43465,7,439.2765416
HD-203932,321.5138,-29.92996,17,362.624502757
GSC-00870-00798,176.93975,12.89867,2,46.1498645718
HD78660,137.47274,14.45589,29,584.37563262
HD8553,21.22599,18.49835,1,122.9
TWA24,182.42094,-58.92319,27,258.827819216
HD162283,267.64035,-6.0505,42,226.656678702
HD222259,354.91012,-69.19497,5,118.144149242
CD-3610569,239.95445,-36.47433,6,93.6593828722
HD219828,349.68638,18.64129,94,1085.10503178
HD86133,149.25544,19.76002,6,381.869663629
HD183263,292.09721,8.35463,15,486.877294603
HD208880,329.78198,3.19723,10,247.891609378
HD100069,172.74976,9.61998,6,205.305431005
focus_test,155.38504,-29.93775,2,0.0
HD4649,12.13876,0.38055,11,475.436168166
HD96064,166.17421,-4.22275,16,464.955073098
HD168960,275.45317,15.62255,15,510.836754747
HD106092,183.09298,-6.35977,3,71.881986617
HD124244,213.06604,8.40695,12,379.844112762
HD50060,102.97709,10.79447,8,392.327363308
HD173885,282.0478,-14.7078,19,277.510017837
HD222603,355.50842,1.77863,6,600.367170988
HD-217522,345.44324,-44.8413,17,621.932970665
HD209779,331.51726,-5.35852,5,244.425878335
HD208552A,329.16797,16.12239,7,212.35821152
HD11262,27.4505,-38.40351,10,673.611431019
NovaSGR2005,274.2427,-25.94302,3,89.1615387934
NGC3114No6,150.22323,-60.22658,38,416.714002644
HD330399,243.21845,-47.10783,12,61.5056095003
HIP99606B,303.2095,-34.90182,4,62.3170923584
HD143436,240.07537,0.13745,16,507.10270163
HD181720,290.71796,-32.91796,53,839.859077465
HD186543,297.00322,-56.3612,50,1716.94289363
HIP108405,329.42021,-51.00631,6,89.7137113266
HD208215,328.98021,-46.92914,10,181.845621339
HIP73362,224.88153,-44.0946,13,98.1397982472
HD109271,188.39702,-11.62173,73,696.024755307
HD160013,264.22721,19.91811,8,200.553259759
HD103847,179.36683,19.98434,13,336.770055082
BD+062932,220.82342,5.82598,4,88.0206225836
HD298936,153.31321,-52.51573,24,272.975658255
HD181428,290.41305,-29.60456,14,513.840520006
GJ799,310.46329,-32.43601,1,23.5
HD290665,83.79219,-0.83855,3,130.795030487
HD191862,303.10589,-12.61682,32,1279.22844715
HD11271,27.71829,6.52636,8,353.626045421
HD179949,288.88791,-24.17889,13,426.448789423
HR-3151,120.12219,-48.87285,15,510.825713918
HR-2727,108.06614,-40.50011,9,890.938129165
HIP88316,270.53651,-69.34191,8,84.5684338273
HD13997,34.11626,12.37762,8,418.592247898
HD190647,301.82951,-35.53816,39,703.829560334
HD173818,281.86218,-3.64017,9,103.029995632
33-Lib,232.39266,-17.43946,40,1171.83899918
HD101644,175.43815,-6.68675,24,294.535736372
HD153363,255.038,-24.98789,89,2104.45244898
HD219482,349.23714,-62.00168,34,1197.90106436
BD-114672,278.36877,-11.6358,42,203.155334658
HIP67092,206.26984,-4.61963,5,87.6932722619
HD42807,93.3032,10.62492,2,202.132877088
BD-012505,169.30481,-1.98232,33,187.381242391
HD144497,241.74809,-22.97705,3,128.411603837
HIP73194,224.3891,-6.33099,6,50.4918805354
HD200962,316.60258,13.11144,9,331.560326336
HD158233,262.27583,-23.83497,8,105.79130399
HD-142070,238.14386,-1.03113,38,717.790860906
HD143638,240.96881,-50.94248,29,246.964633096
OGLE-SR-15537,163.13065,-61.75615,5,24.2332416321
HD133600,226.30168,6.2887,35,661.374122566
HD165920,272.32168,-22.90833,45,798.432501843
HD190204,301.40663,-42.25668,10,125.856664504
HD157338,261.03377,-34.79764,30,1115.18314191
HD147512,245.63647,-4.251,30,944.60488036
HD326267,252.70065,-43.78699,3,50.2753418686
HR4468,174.1688,-9.8015,14,1416.65566741
TWA6,154.61817,-31.8331,6,192.525946303
HIP103867,315.68891,-64.29518,4,37.6059835664
HD1497,4.80332,13.57511,2,211.728599863
HD200779,316.32789,7.06849,11,261.030304754
HD19107,46.06752,-7.60109,29,1325.12078695
HD180134,289.53865,-53.38747,1,25.8
HD209262,330.47135,4.77073,2,172.964880828
HD157172,260.64279,-19.61565,240,1687.42907703
HD217221,344.89083,-30.9481,4,106.055551481
HD108095,186.30844,-25.98619,1,104.8
HD154387,256.8778,-48.24802,49,544.30973719
HD171942,280.50309,-64.32334,9,215.967543858
HIP117865,358.6007,-31.30013,3,67.0067160813
b-Sco,241.35935,-19.80652,18,1490.58304364
HD151772,252.96763,-49.11608,5,170.071631967
HD19545,46.95967,-27.82977,12,691.298611311
HIP63157,194.12406,-24.92469,38,201.002462671
HD112943,195.06821,-2.70439,5,79.3346078329
HR963,48.01967,-28.98792,3,312.221347765
HD-190290,303.48065,-78.87499,14,174.406937935
HD-9289,22.81676,-11.11873,17,233.714890411
HD107148,184.80461,-3.32023,11,317.327480688
HD189245,300.08221,-33.70363,46,1474.62097164
V970-Sco,264.92044,-32.29894,7,224.726077704
HD181249,290.97898,-62.87378,12,116.983716816
HD112100,193.56764,-25.53349,6,100.328560241
HR3502,130.32439,-78.96105,11,1053.89536008
HD213240,337.74953,-49.43506,3,252.450886313
HD190524,301.45261,-15.75514,13,142.708479075
HD150433,250.28252,-2.8582,103,1687.33806038
HD130260A,222.04035,-36.7837,1,40.0
HD183658,292.71962,-6.51556,71,1322.48811337
HIP79361,242.95535,-52.91533,14,106.014951776
HD134353,227.2089,19.03537,4,149.675348672
HD-120359,207.64405,-58.50101,1,59.0
HIP83609B,256.33562,-33.76602,10,122.456277912
HD128340,219.24997,-24.03827,5,159.642694791
TR176,201.38656,-64.92715,4,7.09436396022
HD156098,259.26248,-32.66087,31,801.878793834
NGC2423No3,114.28786,-13.90687,37,170.279329339
HD161852,267.32119,-30.59657,3,64.3003888013
HD222661,355.68087,-14.54689,6,553.952669458
Sun-sky,49.14882,-26.99954,1,402.4
HD-123767,212.55268,-25.40089,16,423.932187974
HD170209,277.34179,-27.97212,8,90.8145362814
HD136713,230.65362,-10.66341,62,960.07557515
BD-013801,294.85224,-0.84127,4,67.4845167427
HD132411,224.90777,-19.63952,5,81.6377363723
HD18702,45.15245,5.98357,4,305.318260181
HD144342,242.10372,-58.43013,2,41.9591467978
HIP110714,336.46837,-37.19755,5,50.1953185068
BD-124542,248.23912,-12.59136,8,94.8511465403
HD-122970,211.20479,5.41386,20,444.344472228
BD-063481,179.31317,-6.97644,28,202.603084873
HR-5049,201.46669,-70.62645,17,683.682777317
HD133633,227.05784,-59.95415,16,298.757476894
HD19518,47.1845,15.33247,32,711.076564091
HD11168,27.52324,14.34947,4,263.335793237
HD205591,324.42989,-45.58613,8,239.980645053
BD-094191,234.84124,-10.27549,6,72.599173549
HD108202,186.46195,-1.11196,28,172.91489236
BD-053176,164.59996,-6.73693,8,98.0383598394
HD137388,233.92492,-80.19887,94,681.915801254
HD140637,236.4464,-30.34819,23,263.547889386
HD-161660,266.64753,6.12048,1,151.4
HD186843,296.64822,7.05506,6,329.005227922
HD183870,293.02694,-11.27523,1,173.1
HR-6545,263.82529,-22.0436,18,688.428325972
HIP88371,270.67804,-62.98012,7,64.0698837208
HD111631,192.6806,-0.76869,10,103.246985428
HD93153,161.36976,1.01064,6,355.995940988
HD125522,215.03216,-11.05786,5,90.5844357492
HD193844,305.67417,-10.30351,5,160.851328872
BD-173242,162.4529,-17.98327,3,61.1847203148
Sun-sky,354.30904,-39.54091,8,1124.41354937
HD138799,234.7219,-69.20873,20,183.346502557
HD214867,340.438,-39.46197,5,83.144693156
HD22496,53.75253,-48.41913,44,207.141232013
HD37226,83.43556,-54.90391,9,315.532755827
HD157668,261.31411,-17.421,4,86.9127148351
HD2834,7.85185,-48.80477,8,719.875725386
5min_stab1,287.47334,14.96194,1,53.7
No-Name,299.11877,-65.36952,3,564.505482701
HD202819,319.66132,-8.03984,5,67.91148651
HD109098,188.01637,-1.77241,5,123.827460605
HD170493,277.4669,-1.81849,49,703.61635143
HD156423,259.68069,-29.4894,17,158.755031416
HD26,1.34386,8.78634,1,234.9
HD149724,249.20139,-6.29424,5,103.874202765
HD189987,300.77006,-6.28827,16,122.556517575
HR5501,221.37111,0.71675,77,1774.39591411
HD143615,240.42072,-3.76335,1,35.8
HD167677,274.20399,-11.40609,40,271.932270979
etaOri,245.29626,-25.59221,11,1146.00686298
HD215257,340.96215,3.88688,36,813.85648612
HIP85126,260.95071,-32.25323,17,58.1868541855
HR5035,200.65581,-60.98784,15,1156.94259149
HD164509,270.37553,0.10556,2,169.187026689
BD-002709,163.009,-0.16073,6,88.9425657377
HD139189,234.97193,-61.18335,23,172.860666434
HD21977,53.108,-4.36212,5,101.267319506
HD168870,276.0603,-46.94397,21,183.639129817
HIP78242,239.63427,-30.44547,11,134.782639832
CD-231087,195.86265,-24.41968,35,348.451101304
HD141624,238.34173,-61.36314,17,371.529823837
BD-002387,163.76645,-0.80529,2,53.2846131637
HD216215,342.99766,-53.24417,3,77.863534469
HD152533,253.62726,-14.58345,17,152.208311205
HD112283,193.91937,-3.55013,3,93.6169322292
HD202871,320.02032,-42.67997,44,304.581417687
HD196944,310.1916,-6.79963,1,232.3
HD196397,309.35348,-11.87004,9,104.881647584
HD110557,190.78632,-5.73989,25,199.653499844
HD161566,267.60619,-61.92491,33,457.381317939
HD106515A,183.77554,-7.25698,2,175.0374817
HD188091,298.67971,-33.28669,7,99.8085667666
HD-161698,266.69186,5.56429,1,129.4
HD212291,335.78945,9.45991,1,163.1
HD185283,295.32436,-56.32199,65,282.345037144
HD130992,222.91531,-24.30461,42,818.562141807
BD-124699,259.08244,-12.17695,7,88.7747148686
HD167359,273.95155,-23.81554,3,195.088210818
HIP55014,168.95291,-25.69713,4,72.6246514622
HD150474,250.69101,-37.34178,27,516.956797034
HD156411,259.96339,-48.54971,22,351.648944261
HD139332,234.77819,-42.63602,14,136.562330091
HD172568,280.78203,-45.89994,31,409.130064894
HD188642,299.4207,-38.06004,1,123.6
HD162020,267.65697,-40.31747,1,64.5
3C273-core,187.27502,2.05156,1,19.2
HD-99563,171.81846,-8.8689,37,131.841344047
HIP80242B,245.72438,-31.07495,18,155.727871622
HD179346,288.11313,-5.41475,30,318.559539176
HIP84452,258.98546,-44.24277,17,115.178426799
HIP73631,225.76328,-46.29386,14,113.067723069
Gl452.1,178.53258,9.80445,14,29.4295769592
HD178904,288.25164,-49.9034,6,118.942002674
HIP91862,280.9234,-40.05914,1,36.4
BD-203278,162.61643,-20.87923,9,90.720063933
HD133813,228.08673,-75.25622,7,143.898957606
HIP90466,276.89851,-51.06036,1,29.7
HD161555,266.63104,-7.98582,7,178.178085072
HD49798,102.01986,-44.31861,21,403.651458563
HD151933,253.27924,-51.71788,3,45.3596737202
HD116568,201.13897,-5.16512,27,1333.70268801
HD63077,116.39401,-34.17012,1091,5515.85867114
HD77370,134.85207,-59.08365,36,1460.56936501
V491_Car,148.87464,-57.95456,17,271.188163459
V4376_Sgr,269.81512,-19.54296,1,95.1
HD37306,84.28581,-11.77632,22,1151.25410314
HD68146,122.66498,-13.80012,214,3621.08418295
AO_For,40.76711,-31.06864,1,109.8
HIP102964,312.92,-45.45729,10,87.5574097378
HD118926,205.02827,-4.18692,134,816.097212347
BD-074156,239.9698,-8.25343,23,138.615727823
HD189733,300.17884,22.70607,118,1026.31678833
HD157347,260.71694,-2.38824,181,2141.51753904
HIP105506,320.53706,-51.35464,10,104.271952125
HD50445,102.92551,-36.23026,36,1409.17171062
HD111998,193.29643,-3.55446,156,2908.02407315
HD-70982,125.287549,-64.10582,3,111.001171165
BD-173337B,168.83509,-18.14593,11,105.19619765
HD-20037,47.66217,-57.80956,22,316.13202938
HD74591,131.25239,5.67928,40,1380.09075426
HD147195,245.28149,-19.94498,9,120.706586399
HD-4737,12.23742,-46.6963,3,159.216330821
HD60532,113.51366,-22.29437,121,2908.45722678
Hen-2-138,239.00623,-66.15314,44,458.417658909
HD31746,73.72217,-58.54756,38,1368.18110643
HD217786,345.78776,-0.43049,18,215.732936753
HD82165,142.31624,-38.40378,12,778.780854926
NP_Del,313.29003,15.42619,1,78.9
HD76653,133.79824,-54.96677,44,1649.39888141
HD97244,167.92695,14.39451,34,1232.18135435
HD220456,351.01509,-34.29955,5,108.341589429
BD+262606,222.25107,25.69576,2,109.202930364
HIP102025,310.13669,-30.0522,6,77.5869834444
BD-203868,205.70743,-21.711,13,114.708020644
MTtel,293.09575,-23.85352,82,251.969581497
HD-72688,128.246309,-34.63513,2,130.160900427
Sun-sky,186.53383,-6.64139,10,984.986669961
DO_Cha,136.92947,-82.32276,1,115.8
HD162598,268.06585,-7.56088,7,95.637806332
HD156751,260.69366,-58.47478,10,514.066104699
HD49095,101.34421,-31.79427,52,1726.00698145
HD151504,252.13036,-19.28801,66,619.719799587
HD155717,258.33845,-0.3825,4,76.7007170762
HD129926,221.49828,-25.44547,18,1138.81102471
HD191285,302.40262,-14.28651,26,173.563100917
HD154962,257.22499,-3.88449,40,1206.22059757
HD192425,303.57204,15.19684,20,1155.44544657
HD113569,196.23001,-28.92886,12,152.399934383
HD99453,171.43028,-63.97315,10,772.900821581
HD123180,211.59958,-16.21432,8,103.114063056
NGC-2392,112.29441,20.91025,18,261.263525966
HD29488,69.82244,15.91757,49,1656.1553822
HD119503,205.9278,-9.47642,6,84.6311408407
HD214100,339.04422,-0.84356,16,125.083052409
V982_Cen,207.82395,-39.47367,1,61.7
HD54834,107.46649,-16.23565,20,733.823296169
HD18331,44.1553,-3.71182,4,523.799484536
HD201496,317.66693,-23.31078,7,166.449601982
AI_Pyx,131.70319,-34.62276,1,173.8
HD129422,221.32777,-62.87649,10,786.276478092
HD159170,263.37089,-5.74608,10,862.571255028
HIP55119,169.28056,-27.81532,6,81.3616617333
HD196724,309.63336,21.20075,6,603.361243369
HD-14830,35.742033,-18.35382,4,190.121092991
HD139211,234.9819,-59.91069,1463,4300.63200123
HD-152236,253.49717,-42.36316,9,895.893760443
cs22186-5,63.28785,-35.84695,2,27.7994604264
HD212658,336.5585,-19.18834,9,111.744127362
S-Ara,269.7983,-49.43587,39,192.733676352
BD-075223,303.62027,-7.28239,6,79.1025916137
HD147555A,246.12155,-43.65734,3,37.7843883105
HD142139,239.02123,-60.48418,26,1205.47950625
MS_TrA,247.16754,-63.14489,1,105.8
HD125276,214.75033,-25.81651,32,1349.38870234
HD33256,77.18294,-4.45753,38,1489.24078308
KN_Lup,229.98451,-30.10881,3,281.793275292
chi-Oph,246.76592,-18.45828,39,2207.91725162
HD-85444,147.864452,-14.84864,1,217.0
HD106661,184.00145,14.89689,12,773.258139304
620,254.79773,-52.74635,40,233.269650834
HD116160,200.41921,2.08587,10,870.850010048
Ceres,331.83692,-24.84135,1,217.4
HD_89326,154.41705,-34.86555,1,63.6
HD112934,195.13768,-33.05115,20,1004.20784701
HD132052,224.29317,-4.34806,55,1703.38593102
HD29992,70.51309,-37.14523,35,1515.66119565
HD100563,173.58948,3.05876,28,1258.58744631
HD141851,237.81196,-3.09099,10,805.342585488
HD163436,269.74185,-51.62615,13,134.197391927
HD158809,262.85864,-2.53897,4,216.871874617
HD-73887,129.333565,-62.8533,3,153.567086317
HD154088,256.11439,-28.58401,276,3040.39628503
HD222721,355.79144,-12.219,3,68.6778712541
HD29137,67.54739,-67.876,10,141.009822353
1006_14.4,3.33881,-23.03373,4,20.2514197033
LO_Mus,191.8248,-66.2371,2,119.334990678
HD-188114,298.81749,-41.86863,5,580.893742435
HD105850,182.7639,-23.60247,36,1595.37764808
KN_Vir,185.46286,-4.38788,1,120.2
HD128020,219.43749,-67.93296,35,1280.59375682
HD133469,226.38936,-30.55026,30,1204.20491196
HD170958,278.35503,-29.86567,9,108.531055463
HD43940,94.28744,-37.25529,14,886.85610445
HD110411,190.46758,10.23218,14,862.976390175
AS_Scl,16.39518,-26.95344,7,304.514088344
Sun-sky,224.03421,-15.58543,10,396.330518633
HIP62471B,192.03942,-24.80417,23,129.382649532
HD192865,305.40359,-67.31212,16,225.84279931
HD119217,205.48006,-0.13178,51,213.326229048
BD-133333,169.09088,-14.69602,7,85.3146529032
V407_Peg,354.22769,15.79827,1,69.2
HIP113030,343.37315,-30.89669,3,72.7396040682
HD94388,163.37211,-20.13916,40,1545.24676347
HD74873,131.72972,12.10567,21,748.70880855
HD_53936,106.39204,-33.36599,1,116.1
V1003_Sco,249.60756,-43.39999,2,171.158669076
Ceres,329.65903,-21.09854,3,142.470523267
HD_285977,70.99213,17.96151,1,26.5
CP_Hyi,45.05817,-81.08416,1,83.5
HD41742,91.16589,-45.07921,31,1304.00257285
HD109085,188.01456,-16.1966,16,1004.24930172
HD153053,255.02805,-54.59757,28,1252.81484266
BD-064196,231.14694,-7.05587,4,77.9355502964
HD66664,121.26873,13.11584,12,763.496083814
HD114642,198.0133,-16.19998,34,1448.91675399
HD60584,113.578,-23.47441,45,1283.21496251
V390_Pav,320.34421,-66.91645,1,46.3
BD-054065,231.06975,-5.60755,3,74.1582092556
Gl436,175.542,26.70051,170,295.059654985
HD63847,117.49449,-23.79915,46,1340.55181548
HD147642,245.78274,-0.26402,15,323.334439861
HD75171,131.12641,-65.82361,10,595.409892427
BD-123458,173.70894,-13.24457,11,116.231192027
HD39014,86.19879,-65.73466,18,1185.97318688
XZ_Pic,86.30641,-59.92365,1,93.8
HD167858,274.26785,1.0032,1084,4154.04339168
V432_Pup,124.84059,-20.16385,1,136.7
HD89328,154.33244,-46.83529,56,806.690733801
HD145689,244.26873,-67.94144,28,1174.68457894
AT_Scl,1.05218,-30.13353,1,176.5
HIP116374,353.72097,-34.6693,15,121.011817605
HD104731,180.91544,-42.43475,79,2374.86777948
HD-81169,140.798076,-28.83544,2,248.095082579
HD-196171,309.3941,-47.29081,1,362.1
HD102124,176.31896,8.25609,12,840.270753984
V1443_Aql,287.09934,9.1283,1,64.8
HD99211,171.21831,-17.6861,4,598.622435263
HD196385,309.46508,-25.10892,57,1744.41294423
HD-198232,312.49408,-33.77858,5,386.609221308
HD156079,259.09761,-21.8589,28,427.172482728
BD-173874,202.84107,-18.06703,7,145.499793814
HD68456,122.25527,-61.3033,29,1322.5594807
V1026_Sco,239.16503,-22.02887,1,90.1
HD_17906B,43.22449,10.66837,1,64.4
HD101198,174.6648,-13.20229,93,2520.48198367
1086_15.0,352.37766,-24.96546,2,205.021950044
HD-75168,131.495458,-54.96014,4,145.101447271
HD189004,299.67423,-19.93615,10,190.38786726
IT_Vel,124.50641,-47.09245,1,171.7
HD_9611,22.91696,-70.93177,1,71.6
V940_Cen,191.96483,-51.4453,1,73.4
sgr_677,218.51948,9.60617,1,0.7
V1129_Tau,57.36577,11.14314,2,125.954317115
HD-10042,23.39951,-78.50297,3,129.40517764
HIP74229,227.53947,-23.70328,3,78.7841354589
CS_Gru,333.8948,-39.01466,1,83.2
IRAS_04488-0554,72.82907,-5.82717,1,54.5
HD-14832,35.54963,-43.19887,1,52.5
KQ_Aqr,332.66309,-24.02577,1,107.9
HD-7082,17.5324,-57.69378,3,142.927219241
CF_Scl,8.28126,-32.02144,1,69.6
HD204313,322.04903,-21.72807,99,1296.86795396
Europa,220.12187,-14.22949,1,215.4
HIP85647,262.55502,-51.63798,127,409.328865339
V350_Nor,240.75251,-60.33791,2,275.72096402
HD176354,285.80176,-56.99755,39,424.506325041
V1001_Cen,214.78558,-55.88397,1,122.0
HD161098,265.93765,-3.9185,128,1573.77776703
HD139461,234.66898,-8.79311,4,410.868957211
HD93372,161.10457,-72.44203,47,1407.25802183
Sun-sky,196.7278,-49.90627,1,0.2
HD202605,319.26305,-1.07755,5,245.994695065
HD199086,313.76363,-7.17969,5,142.737136023
HD109962,189.78555,-45.56362,3,116.006422236
BD-034797,302.43069,-3.13097,4,68.1443321194
HD129685,221.24888,-35.19354,24,1370.04684591
OV_Aps,254.35317,-76.41757,1,130.8
Esgr_7,149.51928,2.20613,1,2.3
V837_Tau,54.29651,25.98893,1,167.8
V372_Pup,112.21563,-30.24585,16,115.160453281
HD90132,155.87008,-38.01093,12,898.895889411
HD153950,256.12692,-43.31051,24,331.135938853
HIP104856,318.63343,-74.04502,7,70.7629140157
HD_11667,28.27904,-50.94256,1,62.9
NV_Vel,129.15288,-52.57813,1,51.6
1083_15.4,350.3682,-24.45061,7,80.0069996938
HD129191,220.31511,-4.9462,20,226.129166628
HD-54732,106.80665,-51.96834,4,230.810528356
HD_43601,91.8501,-76.92435,1,76.9
BD-053596,193.72943,-6.33983,4,66.2928352086
HD_80906,140.57173,-6.55952,14,238.278870234
No-Name,146.40107,9.6314,1,5.4
V576_Car,124.81865,-60.16559,1,47.5
HD21882,52.48359,-42.63568,6,584.379910675
HD195145,308.26432,-62.49735,40,227.527756549
comet,355.87498,2.97185,1,3.9
HD-59411,112.174102,-29.11896,5,186.682698716
HD-43785,94.141015,-35.14165,7,660.745200512
BD-053763,206.84656,-6.13988,5,83.617821067
HD41695,91.54193,-14.93509,8,779.375647554
V1080_Sco,260.67359,-38.20261,1,96.6
HD-21011,50.395819,-47.78113,5,177.342690856
feige86,204.6012,29.36301,2,111.544834035
V408_Hya,137.53359,-17.00964,1,40.9
HD168863,275.6649,-18.02247,61,304.819618791
HD218340,347.05932,-63.62748,27,372.933412287
AL_Leo,149.55085,18.28777,1,47.3
HD137010,231.08718,-19.74001,8,116.703084792
AP_Ari,44.42966,23.96019,2,77.4663798044
HD-60574,113.307968,-43.08655,6,239.432746298
BD-10_1177,81.09177,-10.34702,1,77.9
HD46089,97.94773,11.54098,6,636.334220359
HD-82734,143.298218,-21.11717,2,189.184063811
HD211998,336.1559,-72.25555,11,720.111484424
HD-64181,117.67858,-44.57968,7,282.160876097
HD_95671,165.42317,-55.41407,1,64.7
HD29391,69.39961,-2.47613,9,605.75597397
PP_Hya,150.65267,-20.42391,1,150.7
V4385_Sgr,273.15348,-28.2359,3,187.887971941
AN_Pyx,137.50909,-21.4179,1,122.0
V414_Hya,140.72718,-13.82168,1,91.1
HD-14703,35.09467,-56.78404,3,102.855675585
HD_42354,92.53101,-4.20354,1,105.6
sgr_592,210.79662,13.49132,67,189.318382626
HD218885,347.93158,-16.90239,3,53.6236887952
